technique,summary,success,error,latency,summary_length,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1,news_id,title,category,original_length,sentences_count
TextRank,"O Ministério dos Direitos Humanos e da Cidadania (MDHC) celebra a promulgação do Protocolo de 2014 à Convenção nº 29 da Organização Internacional do Trabalho (OIT) sobre Trabalho Forçado ou Obrigatório. O decreto, publicado nessa quarta-feira (25) é um instrumento internacional que reforça o compromisso do Brasil com a erradicação do trabalho escravo contemporâneo.",True,,0.02707839012145996,367,0.6612903225806451,0.5061728395061729,0.5734265734265734,0.47540983606557374,0.3625,0.4113475177304965,0.4838709677419355,0.37037037037037035,0.4195804195804196,doc_19_15_syn_short_9565,MDHC celebra publicação de decreto que reforça combate global ao trabalho escravo,Trabalho e Emprego,1273,2
TextRank,"Na tarde deste sábado (28), a Defesa Civil Nacional convocou uma reunião com os órgãos do Sistema Federal de Proteção e Defesa Civil para o detalhamento e alinhamento das ações de resposta ao desastre em Minas Gerais e em outros estados. O acesso a recursos federais após desastres exige que estados e municípios obtenham reconhecimento federal de situação de emergência ou estado de calamidade pública e apresentem, por meio do [S2iD – Sistema Integrado de Informações sobre Desastres](http://www.gov.br/mdr/pt-br/assuntos/protecao-e-defesa-civil/sistema-integrado-de-informacoes-sobre-desastres), planos de trabalho claros e metas de atuação.",True,,0.03509879112243652,644,0.2608695652173913,0.38461538461538464,0.31088082901554404,0.09649122807017543,0.14285714285714285,0.11518324607329843,0.14782608695652175,0.21794871794871795,0.17616580310880828,doc_19_16,MIDR aprova primeiro plano de trabalho para assistência humanitária em Paraty,Desenvolvimento Social,5325,2
TextRank,"A Secretaria Especial da Receita Federal do Brasil participou na semana passada, entre os dias 10 e 13, da Conferência Regional da Grupo de Ação Financeira da América Latina (Gafilat) sobre Ativos Virtuais e Combate à Lavagem de Dinheiro, realizada na Cidade do México com apoio da União Europeia e do Grupo de Ação Financeira Internacional (Gafi). Ao final do evento, o representante do Gafilat manifestou a intenção de defender formalmente a inclusão de administrações tributárias como membros da organização — um reconhecimento direto da contribuição da Receita Federal do Brasil e do potencial da cooperação entre autoridades fiscais e unidades de inteligência financeira no combate ao crime financeiro.",True,,0.03029155731201172,707,0.4132231404958678,0.5952380952380952,0.4878048780487805,0.19166666666666668,0.27710843373493976,0.2266009852216749,0.2975206611570248,0.42857142857142855,0.351219512195122,doc_19_45,Receita participa de conferência sobre lavagem de dinheiro e criptoativos na Cidade do México,Economia e Finanças,3478,2
TextRank,"O edital ainda estimula avanços em biomassa para biocombustíveis, com o desenvolvimento de insumos renováveis, novas variedades de plantas energéticas, microrganismos e enzimas que ampliem a produção sustentável de combustíveis. Na mesma linha, incentiva processos e componentes para combustíveis sustentáveis, como diesel verde e combustível sustentável de aviação (SAF).",True,,0.025954484939575195,372,0.7540983606557377,0.6666666666666666,0.7076923076923076,0.5333333333333333,0.47058823529411764,0.5,0.5901639344262295,0.5217391304347826,0.5538461538461539,doc_15_20_syn_extract_middle_5033,Mais Inovação Brasil abre novo edital para impulsionar energia limpa e tecnologias no País,"Ciência, Tecnologia e Inovação",373,2
TextRank,"Em reunião realizada nesta sexta-feira, 20 de fevereiro, em Belo Horizonte (MG), o Governo do Brasil e a administração do Estado de Minas Gerais deram início à estruturação do projeto que visa a concessão do abastecimento de água e do esgotamento sanitário para os municípios que integram a Bacia Hidrográfica do Rio Doce. Por Minas Gerais, sob coordenação do Gabinete do Vice-Governador do Estado, participaram da reunião integrantes da Secretaria de Estado de Infraestrutura, Mobilidade e Parcerias (SEINFRA), da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável (SEMAD), da Secretaria de Planejamento e Gestão (SEPLAG), da Companhia de Desenvolvimento de Minas Gerais (Codemge) e do Banco de Desenvolvimento de Minas Gerais (BDMG).",True,,0.03363776206970215,752,0.3333333333333333,0.5185185185185185,0.40579710144927533,0.12,0.1875,0.14634146341463414,0.2222222222222222,0.345679012345679,0.27053140096618356,doc_13_13,Governos do Brasil e de Minas Gerais dão partida ao projeto de concessão de saneamento na Bacia do Rio Doce,Meio Ambiente e Sustentabilidade,4358,2
TextRank,"Destaque para os números do setor de **consultores de valores mobiliários**, o qual teve a maior taxa de **crescimento no ano: 27,3%**, um total de 2.635 participantes registrados. ***""Esse Boletim Econômico, que consolida os números de 2025, mostra um mercado de capitais que segue em expansão estrutural, com maior diversidade de instrumentos financeiros, volume e ampliação dos mercados regulados, com destaque para o mercado de dívida, e o avanço expressivo no registro de consultores, que impacta diretamente a cadeia de distribuição de valores mobiliários.",True,,0.0274655818939209,562,0.40625,0.639344262295082,0.4968152866242039,0.16842105263157894,0.26666666666666666,0.20645161290322578,0.17708333333333334,0.2786885245901639,0.2165605095541401,doc_09_01_syn_short_9779,Ano de 2025 encerra com número recorde de regulados pela CVM,Economia e Finanças,1091,2
TextRank,"O MinC reforça a recomendação para que todos os candidatos consultem antecipadamente sua regularidade jurídica, fiscal e tributária. É fundamental resolver eventuais pendências nos seguintes sistemas: • Cadastro Informativo de Créditos Não Quitados do Setor Público Federal (Cadin); • Certidão Negativa de Débitos Relativos a Créditos Tributários Federais e Dívida Ativa da União (CND); • Certificado de Regularidade do FGTS; • Consulta de Transferência (Constransf); • Sistema de Apoio às Leis de Incentivo à Cultura (Salic); • Cadastro de Entidades Privadas Sem Fins Lucrativos Impedidas (Cepim); • Cadastro Nacional de Empresas Inidôneas e Suspensas (Ceis); • Sistema de Cadastramento Unificado de Fornecedores (Sicaf).",True,,0.026474475860595703,722,0.3119266055045872,0.53125,0.3930635838150289,0.12037037037037036,0.20634920634920634,0.15204678362573099,0.1926605504587156,0.328125,0.24277456647398848,doc_07_12_syn_extract_middle_7735,MinC convoca candidaturas suplentes do Edital Sérgio Mamberti para assumir vagas remanescentes,Economia e Finanças,809,2
TextRank,"O Programa busca garantir às mulheres rurais, do campo, das florestas e das águas, o acesso à documentação civil básica e à titulação conjunta da terra e do território onde vivem e trabalham. A ideia é assegurar que essas mulheres tenham seus direitos civis, políticos e sociais reconhecidos, podendo viver com mais dignidade, segurança e autonomia.",True,,0.026515960693359375,349,0.7457627118644068,0.7457627118644068,0.7457627118644068,0.5862068965517241,0.5862068965517241,0.5862068965517241,0.6610169491525424,0.6610169491525424,0.6610169491525424,doc_03_25_syn_extract_middle_2124,Políticas do MDA impulsionam produtividade e valorizam as mulheres do campo,"Agricultura, Pecuária e Abastecimento",349,2
TextRank,"“O Instituto Butantan nasceu da necessidade de proteger a população. Hoje, com os investimentos do governo do presidente Lula, ele se projeta para o futuro como um dos pilares da produção nacional de vacinas e da segurança sanitária do país”, disse o vice-presidente.",True,,0.028142690658569336,267,0.673469387755102,0.559322033898305,0.611111111111111,0.3541666666666667,0.29310344827586204,0.32075471698113206,0.5102040816326531,0.423728813559322,0.46296296296296297,doc_17_14_syn_extract_middle_5272,Alckmin e Padilha aplicam primeiras doses da vacina contra a dengue fabricada no Brasil,Saúde,267,2
TextRank,"Dessa forma, os alertas terão informações sobre o tipo de risco que está prestes a acontecer e instruções práticas. As definições de conteúdo e do momento de envio dos alertas são de responsabilidade dos órgãos de proteção e defesa civil locais e a ação é operacionalizada por meio da Interface de Divulgação de Alertas Públicos (Idap).",True,,0.02606797218322754,336,0.6119402985074627,0.5694444444444444,0.5899280575539567,0.25757575757575757,0.23943661971830985,0.2481751824817518,0.40298507462686567,0.375,0.3884892086330935,doc_19_05_syn_extract_middle_6325,Regiões Nordeste e Sul são monitoradas pelo MIDR após previsão de chuvas intensas,Meio Ambiente e Sustentabilidade,421,2
TextRank,"Com R$ 1,6 bilhão já aplicados na Bacia do Rio Doce, o Acordo avança em ações estruturantes nas áreas de saúde, assistência social e meio ambiente, reforçando o protagonismo das comunidades atingidas ! Ao completar seu primeiro ano de vigência, em 2025, o Novo Acordo do Rio Doce destinou mais de R$ 1,6 bilhão a ações de reparação nos territórios afetados pelo rompimento da barragem de Fundão, ocorrido em novembro de 2015, em Minas Gerais.",True,,0.028415679931640625,442,0.6363636363636364,0.5833333333333334,0.6086956521739131,0.3448275862068966,0.3157894736842105,0.32967032967032966,0.36363636363636365,0.3333333333333333,0.34782608695652173,doc_17_08_syn_short_8119,Novo Acordo do Rio Doce promove avanços na reparação aos atingidos,Meio Ambiente e Sustentabilidade,1769,2
TextRank,"[Gestores de saúde de Angola visitam Faculdade de Medicina da USP](https://www.gov.br/abc/pt-br/assuntos/noticias/gestores-de-saude-de-angola-visitam-faculdade-de-medicina-da-usp-em-agenda-de-cooperacao-com-o-brasil/gestores-de-saude-de-angola-visitam-faculdade-de-medicina-da-usp/@@images/c3a3f711-dfca-435d-bc8d-3861a83ee72a.png) Gestores de saúde de Angola visitam Faculdade de Medicina da USP Uma delegação de gestores do Ministério da Saúde de Angola realizou, nesta segunda-feira (9), visita técnica à Faculdade de Medicina da Universidade de São Paulo (FMUSP), na capital paulista, como parte das atividades preparatórias para a aula inaugural do Programa de Formação de Recursos Humanos em Saúde Brasil–Angola – Ciclo 2026. [Gestores de saúde de Angola visitam Faculdade de Medicina da USP](https://www.gov.br/abc/pt-br/assuntos/noticias/gestores-de-saude-de-angola-visitam-faculdade-de-medicina-da-usp-em-agenda-de-cooperacao-com-o-brasil/gestores-de-saude-de-angola-visitam-faculdade-de-medicina-da-usp-2/@@images/5a0a0369-f6b1-461a-a8ec-41db3535e2e0.png) Gestores de saúde de Angola visitam Faculdade de Medicina da USP",True,,0.0330805778503418,1130,0.2878787878787879,0.6333333333333333,0.39583333333333337,0.20812182741116753,0.4606741573033708,0.2867132867132867,0.2474747474747475,0.5444444444444444,0.34027777777777773,doc_17_36,Gestores de saúde de Angola visitam Faculdade de Medicina da USP em agenda de cooperação com o Brasil,Saúde,5487,2
TextRank,"O programa, fruto de uma parceria entre a Secretaria de Educação Continuada, Alfabetização, Diversidade e Inclusão (SECAI/MEC) e a CAPES, busca ampliar o acesso e a permanência de estudantes pretos, pardos, indígenas e quilombolas, bem como de populações do campo e de pessoas com deficiência ou altas habilidades. A iniciativa promove a excelência acadêmica por meio do financiamento de pesquisas em universidades e institutos de tecnologia, em âmbito nacional e internacional.",True,,0.02854132652282715,478,0.5061728395061729,0.5942028985507246,0.5466666666666666,0.3,0.35294117647058826,0.3243243243243243,0.4074074074074074,0.4782608695652174,0.44000000000000006,doc_03_00_syn_extract_middle_5616,Programa Abdias Nascimento: CAPES publica edital de renovação de projetos para 2026,Educação,478,2
TextRank,"O evento integra o calendário preparatório para a 6ª Teia Nacional Pontos de Cultura pela Justiça Climática, que será realizada pelo Ministério da Cultura (MinC) entre os dias 24 e 29 de março, em Aracruz (ES). “Em nome do Estado brasileiro, do presidente Lula e da ministra da Cultura, Margareth Menezes, agradeço a cada um e cada uma que promove no território do Mato Grosso do Sul o acesso da população aos bens e serviços culturais, a cidadania, a democracia, a soberania do nosso país, porque a Política Nacional Cultura Viva é o reconhecimento e a potencialização de quem faz da diversidade cultural a nossa principal riqueza e a nossa principal força”, destacou o diretor da PNCV, João Pontes, na abertura do evento.",True,,0.027440547943115234,723,0.4306569343065693,0.6704545454545454,0.5244444444444444,0.22794117647058823,0.3563218390804598,0.27802690582959644,0.23357664233576642,0.36363636363636365,0.2844444444444444,doc_07_02_syn_short_4566,"Rumo à 6ª Teia Nacional, Mato Grosso do Sul realiza encontro estadual da rede dos pontos de cultura","Cultura, Artes e Patrimônio",1771,2
TextRank,"A operação contou com a colaboração da ABIN, para aprofundar a compreensão sobre a ameaça representada por armas produzidas por meio de impressoras 3D, especialmente no contexto de grupos extremistas violentos, bem como para identificar os brasileiros envolvidos no desenvolvimento, financiamento e promoção da arma conhecida como Urutau. Cumprindo sua missão institucional de identificar e avaliar riscos e ameaças à segurança do Estado e da sociedade, o assessoramento prestado pela ABIN analisou os avanços técnicos, a ideologia subjacente, o interesse de extremistas e criminosos por armas 3D, casos de uso e apreensões no Brasil e no exterior, além de alertar sobre o projeto da Urutau, seus desenvolvedores e desafios e iniciativas de fiscalização e controle.",True,,0.028905630111694336,765,0.2992125984251969,0.5135135135135135,0.37810945273631846,0.05555555555555555,0.0958904109589041,0.07035175879396985,0.1889763779527559,0.32432432432432434,0.23880597014925375,doc_19_38,ABIN contribui para a Operação Shadowgun,Segurança Pública,1958,2
TextRank,"Companhias aéreas globais suspenderam voos em todo o Oriente Médio neste sábado (28), após os Estados Unidos e Israel lançarem ataques contra o Irã, mergulhando a região em um novo confronto militar. Mapas de voos mostraram o espaço aéreo sobre o Irã, Iraque, Kuwait, Israel e Bahrein praticamente vazio, enquanto Israel afirma ter atacado o Irã e os militares dos EUA iniciaram uma série de ataques contra alvos no país.",True,,0.032952070236206055,421,0.5375,0.5512820512820513,0.5443037974683544,0.26582278481012656,0.2727272727272727,0.2692307692307692,0.4,0.41025641025641024,0.4050632911392405,doc_13_21,Companhias aéreas suspendem voos para Oriente Médio,Transporte e Infraestrutura,3162,2
TextRank,"O encontro foi solicitado pelo deputado federal Rodrigo Rollemberg e contou com a participação da presidente do Fundo Nacional de Desenvolvimento da Educação (FNDE), Fernanda Pacobahyba, da secretária da Secretaria de Educação Continuada, Alfabetização de Jovens e Adultos, Diversidade e Inclusão do Ministério da Educação (Secadi/MEC), Zara Figueiredo, e de Leticia Palma, representante da Associação Brasileira da Indústria, Comércio e Serviços de Tecnologia Assistiva para Pessoas com Deficiência (Abridef). Durante a audiência, a presidente do FNDE, autarquia vinculada ao MEC, apresentou dados sobre a execução do Programa Nacional do Livro e do Material Didático (PNLD), com ênfase na produção e distribuição de materiais acessíveis.",True,,0.028894424438476562,739,0.3064516129032258,0.3958333333333333,0.34545454545454546,0.0975609756097561,0.12631578947368421,0.11009174311926606,0.16129032258064516,0.20833333333333334,0.1818181818181818,doc_11_23_syn_short_3591,Presidente do FNDE debate educação inclusiva na Câmara dos Deputados,Educação,1739,2
TextRank,"**Brasília (DF)**– Cerca de 1.000 Representantes de 350 favelas e comunidades urbanas de todo o Brasil estarão em São Paulo, no próximo dia 21, para participar do 1º Encontro Nacional de Periferias, realizado pela Secretaria Nacional de Periferias, do Ministério das Cidades. Criado para reconhecer e fortalecer as iniciativas periféricas que transformam as comunidades, teve, ao todo, 178 vencedores em três categorias: iniciativas populares, 150 classificados, Assessorias Técnicas com 25 classificados e Entes Públicos, três selecionados.",True,,0.028347492218017578,541,0.5287356321839081,0.575,0.5508982035928144,0.3023255813953488,0.3291139240506329,0.3151515151515151,0.27586206896551724,0.3,0.28742514970059885,doc_03_41_syn_short_7065,Encontro Nacional das Periferias reúne representantes de favelas de todo o país,Desenvolvimento Social,1553,2
TextRank,"O evento “Mulheres rurais: transformando lutas em conquistas”, promovido pelo Ministério do Desenvolvimento Agrário e Agricultura Familiar (MDA), integra a programação em alusão ao Dia Internacional da Mulher, celebrado em 8 de março. Desde 2023, a iniciativa já apoiou a estruturação de mais de 100 mil quintais em todo o Brasil, com investimentos que ultrapassam R$ 992 milhões, reunindo recursos do próprio ministério, do Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome (MDS) e do Banco Nacional de Desenvolvimento Econômico e Social (BNDES).",True,,0.029629230499267578,574,0.5204081632653061,0.6,0.5573770491803279,0.32989690721649484,0.38095238095238093,0.3535911602209945,0.41836734693877553,0.4823529411764706,0.4480874316939891,doc_03_29_syn_short_4593,Mulheres rurais: transformando lutas em conquistas,"Agricultura, Pecuária e Abastecimento",1644,2
TextRank,"O evento, que contou com a participação de representantes de 18 entidades nacionais, estaduais e internacionais de 12 estados da federação, avançou significativamente na identificação de formas de executar sete das principais ações do PAN que estavam com baixa implementação. Entre os resultados alcançados estão a identificação de formas para alcançar os objetivos previstos no PAN; a definição de planos operacionais para execução dessas estratégias em âmbito estadual; e a criação e consolidação de uma rede de colaboração entre as OEMAs participantes.",True,,0.02814793586730957,555,0.4897959183673469,0.7619047619047619,0.5962732919254659,0.29896907216494845,0.46774193548387094,0.36477987421383645,0.37755102040816324,0.5873015873015873,0.45962732919254656,doc_15_07_syn_extract_middle_7046,ICMBio e órgãos estaduais de meio ambiente realizam a 1ª Oficina de Integração com Foco na Conservação de Insetos Polinizadores,Meio Ambiente e Sustentabilidade,557,2
TextRank,"Estão abertas as inscrições para as **Olímpiadas Nucleares da América Latina - Hackapower LATAM 2026**, competição acadêmica internacional que tem como objetivo estimular a inovação, o desenvolvimento de habilidades de gestão em projetos complexos e o fortalecimento de redes de colaboração no setor nuclear. O tema central da edição de 2026 será o ***radioteranóstico***, abordagem da medicina nuclear que integra diagnóstico e terapia por meio de radiofármacos direcionados ao mesmo alvo biológico, permitindo identificar, tratar e monitorar doenças de forma de forma personalizada.",True,,0.030678749084472656,584,0.4742268041237113,0.5974025974025974,0.5287356321839081,0.2604166666666667,0.32894736842105265,0.2906976744186046,0.31958762886597936,0.4025974025974026,0.3563218390804598,doc_11_13_syn_short_1964,Olimpíadas Nucleares da América Latina abrem inscrições para a edição 2026,"Ciência, Tecnologia e Inovação",1445,2
TextRank,"Enquanto mulher negra e professora, identifico-me imediatamente com cada depoimento, me levando a crer ainda mais na efetividade do programa porque sei o quanto esse impacto é real: tive oportunidade de realizar um intercâmbio em Moçambique para minha primeira pesquisa de pós-doutorado, em 2014, e essa vivência ampliou minha compreensão sobre as diferentes formas de ser e de estar no mundo. Ainda hoje sinto a forte emoção de quando pisei primeira vez em solo de um país africano, o que me fortaleceu para questionar permanentemente as visões preconceituosas e estereotipadas em relação aos africanos e, em decorrência, sobre nós, afrodescendentes na diáspora africana e para interrogar incisivamente os currículos escolares fortemente eurocentrados.",True,,0.027768850326538086,753,0.30158730158730157,0.5671641791044776,0.39378238341968913,0.112,0.21212121212121213,0.14659685863874344,0.21428571428571427,0.40298507462686567,0.27979274611398963,doc_07_24_syn_extract_middle_4733,Mulheres que transformam,Desenvolvimento Social,754,2
TextRank,"Juntas, as ações “Grupos, Memória e Acervos do Teatro Brasileiro” e “Memória e Futuro da Dança Brasileira: políticas públicas que atravessam o tempo” fortalecem a perspectiva setorial das políticas para as artes, com um olhar sobre temas prementes nos campos do Teatro e da Dança. Somam-se ao arcabouço de conquistas institucionais, neste cinquentenário, a reestruturação administrativa da Funarte, com a recuperação de estruturas extintas e reorganização de diretorias específicas para as linguagens artísticas; o concurso público para novos servidores, após mais de dez anos de sua última realização, por meio do Concurso Público Nacional Unificado (CPNU2) em parceria com o Ministério da Gestão e da Inovação (MGI); a reabertura do Centro Técnico de Artes e do Centro de Documentação e Pesquisa (CEDOC Funarte) como articuladores nacionais das políticas para as áreas técnicas e para a memória das artes; a inauguração da nova lona da Escola Nacional de Circo Luiz Olimecha (ENCLO); e, ainda, o retorno da Funarte à sua sede histórica, no Palácio Gustavo Capanema.",True,,0.06279134750366211,1067,0.2717948717948718,0.654320987654321,0.38405797101449274,0.08247422680412371,0.2,0.11678832116788322,0.13333333333333333,0.32098765432098764,0.18840579710144928,doc_07_11,"Integrando o marco de seus 50 anos, Funarte celebra memória e debate futuro das artes em ato público nas cidades de Manaus e Brasília","Cultura, Artes e Patrimônio",13730,2
TextRank,"O Acordo de Cooperação Técnica entre a Comissão de Valores Mobiliários (CVM) e a Associação Brasileira das Entidades dos Mercados Financeiro e de Capitais (ANBIMA) para supervisão da indústria de fundos resultou em termos de compromisso firmados pela ANBIMA com seis instituições, entre julho e dezembro de 2025. A parceria busca otimizar a atividade de supervisão do mercado feita pelas entidades e evitar sobreposição desnecessária de trabalhos, buscando maior alinhamento na atuação e sinergia de esforços, inclusive no que diz respeito à atuação sancionadora ou à celebração de termos de compromisso.",True,,0.029677867889404297,604,0.4326923076923077,0.6617647058823529,0.5232558139534883,0.22330097087378642,0.34328358208955223,0.2705882352941177,0.23076923076923078,0.35294117647058826,0.2790697674418605,doc_09_05,CVM e ANBIMA divulgam resultados do Acordo de Cooperação Técnica entre as instituições no 2° semestre de 2025,Economia e Finanças,1815,2
