technique,summary,success,error,latency,summary_length,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1,news_id,original_length
Nova 2 Lite V1,"A Secretaria de Florestas e Biodiversidade (SFB) e a Confederação Nacional da Indústria (CNI) firmaram uma parceria para fortalecer a cooperação no campo dos estudos de economia e mercado florestal no Brasil. O acordo garante novas edições do Prêmio de Estudos de Economia e Mercado Florestal até 2028, incentivando pesquisas que apoiem o desenvolvimento florestal sustentável. A iniciativa busca aproximar setor produtivo, pesquisa e políticas públicas, com o objetivo de promover práticas florestais mais sustentáveis e alinhadas às demandas do mercado.",True,,1.4372093677520752,555,0.5164835164835165,0.7833333333333333,0.6225165562913908,0.32222222222222224,0.4915254237288136,0.38926174496644295,0.38461538461538464,0.5833333333333334,0.4635761589403974,doc_15_03_syn_extract_first_7291,386
Nova 2 Lite V1,"### Resumo da Notícia

A Autoridade Nacional de Segurança Nuclear (ANSN), em parceria com a Agência Internacional de Energia Atômica (AIEA), realizou um Workshop Nacional sobre a Convenção de Compensação Suplementar por Dano Nuclear (CSC) em Brasília, entre 9 e 12 de dezembro. O evento reuniu representantes-chave do setor nuclear brasileiro para debater o regime global de responsabilidade civil por danos nucleares e os potenciais benefícios da adesão do Brasil à CSC. O workshop promoveu discussão técnica, troca de informações e preparação para possíveis decisões governamentais sobre o tema, com foco em segurança jurídica, governança e alinhamento internacional.",True,,1.5248863697052002,669,0.7043478260869566,0.6377952755905512,0.6694214876033058,0.4824561403508772,0.4365079365079365,0.45833333333333337,0.5565217391304348,0.5039370078740157,0.5289256198347109,doc_05_01,4756
Nova 2 Lite V1,"O governo brasileiro iniciou a distribuição dos mil ônibus da 2ª etapa do Novo PAC Seleções, com investimento de R$ 500 milhões. O programa beneficiará até 120 mil estudantes que moram em áreas rurais e de difícil acesso em todo o país. A ação busca melhorar o transporte escolar e ampliar o acesso à educação nessas regiões.",True,,0.9477667808532715,325,0.828125,0.803030303030303,0.8153846153846153,0.5873015873015873,0.5692307692307692,0.578125,0.59375,0.5757575757575758,0.5846153846153846,doc_13_48_syn_extract_first_9698,385
Nova 2 Lite V1,"### Resumo da Notícia

A Comissão Julgadora estendeu o prazo de avaliação do 3º Concurso de Fotos e Vídeos da Anatel para 26 de fevereiro, devido ao aumento significativo de inscrições — 3,5 vezes maior que a edição de 2025. A votação popular ocorrerá entre 3 e 8 de março no site da Anatel, com as obras vencedoras sendo aquelas que obtiverem maior pontuação da Comissão e do público. Os vencedores serão anunciados em 24 de março, em Brasília, durante as comemorações do Mês dos Consumidores, com prêmios que chegam a R$ 5.500,00 na categoria Vídeos.",True,,1.2306082248687744,552,0.6347826086956522,0.7373737373737373,0.6822429906542056,0.4473684210526316,0.5204081632653061,0.4811320754716981,0.5217391304347826,0.6060606060606061,0.5607476635514019,doc_07_06,2484
Nova 2 Lite V1,"O projeto ""Mão na Massa"", já em execução na Instituto Federal do Acre (Ifac), conta atualmente com cinco laboratórios instalados nas cidades de Cruzeiro do Sul, Xapuri, Tarauacá, Sena Madureira e Rio Branco. Segundo a ministra Luciana Santos, a iniciativa irá expandir suas atividades para a Universidade Federal do Acre (Ufac) em breve. A medida busca levar o ensino de ciências para escolas públicas em regiões que historicamente têm pouca acesso a recursos educacionais avançados.",True,,1.028897762298584,483,0.5301204819277109,0.4943820224719101,0.5116279069767442,0.24390243902439024,0.22727272727272727,0.2352941176470588,0.39759036144578314,0.3707865168539326,0.3837209302325581,doc_05_23_syn_extract_middle_2375,410
Nova 2 Lite V1,"### Resumo:

A Advocacia-Geral da União (AGU) confirmou, no Tribunal Regional Federal da 2ª Região (TRF2), a legalidade da multa de mais de R$ 4 milhões aplicada pelo Ibama à empresa Spectrum Geo do Brasil por realizar pesquisa sísmica marítima sem autorização. O Ibama aplicou a penalidade por descumprimento das regras de licença ambiental, e o TRF2 rejeitou o recurso da empresa, considerando o processo regular, com garantia de defesa e sem prescrição. A decisão reforça a proteção ao meio ambiente e a aplicação das leis ambientais, com um depósito judicial de mais de R$ 7 milhões garantindo o crédito.",True,,1.3422877788543701,608,0.6052631578947368,0.7752808988764045,0.6798029556650247,0.4247787610619469,0.5454545454545454,0.47761194029850745,0.49122807017543857,0.6292134831460674,0.5517241379310345,doc_15_05,2343
Nova 2 Lite V1,"### Resumo da Notícia

O presidente Luiz Inácio Lula da Silva participa, nesta sexta-feira (6/3), de duas ações no Rio de Janeiro: a inauguração da primeira fase do anel viário e túnel de Campo Grande, para melhorar o tráfego na Zona Oeste, e a entrega de moradias na Comunidade do Aço para população em situação de vulnerabilidade social, incluindo beneficiários do Bolsa Família. Ambas as agendas contam com a presença do prefeito Eduardo Paes. Profissionais credenciados devem retirar seus cartões nos horários específicos: das 9h às 10h em Campo Grande e das 11h30 às 12h30 na Comunidade do Aço.",True,,1.2205829620361328,599,0.5811965811965812,0.7906976744186046,0.6699507389162562,0.3620689655172414,0.49411764705882355,0.41791044776119407,0.452991452991453,0.6162790697674418,0.5221674876847291,doc_13_27,1741
Nova 2 Lite V1,"### Resumo da Notícia

O crédito rural no Brasil registrou um aumento de 7% na safra 2025/2026, atingindo R$ 354 bilhões já contratados. O crescimento é impulsionado pelas cédulas de produto rural (CPR) e pelo avanço da industrialização no campo. As cooperativas e os bancos públicos são os principais responsáveis pela liberação desses recursos.",True,,1.2383348941802979,346,0.746031746031746,0.6619718309859155,0.7014925373134329,0.46774193548387094,0.4142857142857143,0.4393939393939394,0.5555555555555556,0.49295774647887325,0.5223880597014925,doc_01_36_syn_extract_first_4777,379
Nova 2 Lite V1,"Companhias aéreas globais suspenderam voos em todo o Oriente Médio no sábado (28), em resposta aos ataques contra o Irã realizados por Estados Unidos e Israel. O conflito gerou uma nova escalada militar na região, aumentando a incerteza e os riscos de segurança. A medida das companhias aéreas busca evitar riscos aos passageiros e tripulações no meio da instabilidade.",True,,1.1275420188903809,369,0.6060606060606061,0.6896551724137931,0.6451612903225807,0.3076923076923077,0.3508771929824561,0.3278688524590164,0.3484848484848485,0.39655172413793105,0.3709677419354839,doc_13_21_syn_extract_first_2129,199
Nova 2 Lite V1,"Neste domingo, 21 de março, data do Dia Internacional da Síndrome de Down, ocorreu mais uma edição da Caminhada Down. O evento promoveu a inclusão e conscientização sobre a síndrome por meio de atividades coletivas. A ação reforçou o compromisso com a defesa dos direitos das pessoas com Síndrome de Down.",True,,0.9347836971282959,305,0.6833333333333333,0.41,0.5125000000000001,0.3389830508474576,0.20202020202020202,0.25316455696202533,0.48333333333333334,0.29,0.3625,doc_03_46_syn_extract_first_6003,113
Nova 2 Lite V1,"No Dia Internacional das Mulheres, o Ibict realizou atividades como café da manhã e palestra sobre violência contra a mulher, com destaque para a importância do debate institucional. Mulheres participantes compartilharam experiências e leram mensagens de autoestima feminina. O diretor do Ibict enfatizou o compromisso da instituição em promover um ambiente mais justo e inclusivo, envolvendo também colaboradores do gênero masculino no enfrentamento às desigualdades e violências contra as mulheres.",True,,1.227564811706543,500,0.6103896103896104,0.6527777777777778,0.6308724832214765,0.3815789473684211,0.4084507042253521,0.3945578231292517,0.4805194805194805,0.5138888888888888,0.4966442953020133,doc_07_26_syn_short_9701,2153
Nova 2 Lite V1,"O número de participantes no sistema de previdência privada cresceu 3,4% em relação ao final de 2024, atingindo um total de 92.818 pessoas. O aumento foi liderado pelo crescimento significativo no número de consultores de valores mobiliários. O setor reflete expansão e maior engajamento profissional no mercado de previdência privada.",True,,1.1377849578857422,335,0.6949152542372882,0.5125,0.5899280575539568,0.4827586206896552,0.35443037974683544,0.4087591240875913,0.6271186440677966,0.4625,0.5323741007194245,doc_09_01_syn_extract_first_6169,152
Nova 2 Lite V1,"O consórcio Enterprise Europe Network (EEN Brasil) inaugurou, em 16 de março, seu primeiro polo em Pernambuco, com sede em Recife, em parceria com o UNINASSAU. O objetivo é fortalecer a internacionalização de empresas pernambucanas e ampliar o acesso a mercados globais, especialmente à União Europeia. O polo atuará como um centro de atração de negócios, promoção da inovação e transferência de tecnologias para a indústria brasileira.",True,,0.9229412078857422,436,0.6533333333333333,0.6712328767123288,0.6621621621621622,0.44594594594594594,0.4583333333333333,0.4520547945205479,0.5733333333333334,0.589041095890411,0.5810810810810811,doc_09_40_syn_short_2684,1430
Nova 2 Lite V1,"### Resumo em 3 sentenças:

O programa Caminhos Amefricanos, celebrado no Dia Internacional da Mulher, promove intercâmbios internacionais com foco em paridade de gênero e igualdade racial, conforme estabelece a Portaria Interministerial nº 233. Ele fortalece a implementação da Lei nº 10.639/2003 e impacta positivamente trajetórias profissionais, pessoais e familiares dos participantes, especialmente mulheres negras, ao ampliar suas experiências formativas no exterior. As vivências do programa contribuem para questionar visões preconceituosas, fortalecer a luta por direitos e transformar instituições educacionais na América Latina, África e Caribe.",True,,1.5584371089935303,656,0.5463917525773195,0.5145631067961165,0.5299999999999999,0.28125,0.2647058823529412,0.27272727272727276,0.38144329896907214,0.3592233009708738,0.37,doc_07_24_syn_short_5741,3665
Nova 2 Lite V1,"### Resumo:

O Ministério da Justiça e Segurança Pública reúne autoridades nesta sexta-feira (6) para apresentar os resultados da Operação Mulher Segura e da Operação Alerta Lilás, ações focadas no enfrentamento à violência contra mulheres. A Operação Mulher Segura cumpriu 20% dos cerca de 8 mil mandados de prisão em aberto, enquanto a Operação Alerta Lilás, da PRF, executou mais de 300 mandados. O evento contará com a participação de ministros e secretários e será realizado às 10h nas Salas Modulares do Palácio da Justiça em Brasília.",True,,1.2210607528686523,541,0.7333333333333333,0.7,0.7162790697674419,0.5480769230769231,0.5229357798165137,0.5352112676056338,0.6285714285714286,0.6,0.613953488372093,doc_19_28_syn_extract_middle_7548,1566
Nova 2 Lite V1,"A 39ª Conferência Regional da FAO será sediada pelo Brasil, conforme decisão dos países-membros da América Latina e do Caribe na 38ª sessão. O evento será um espaço de alto nível para debater progressos e desafios na luta contra a fome e a desnutrição na região. A escolha demonstra o compromisso do Brasil em fortalecer os esforços coletivos contra a insegurança alimentar.",True,,1.0216972827911377,374,0.581081081081081,0.6417910447761194,0.6099290780141844,0.3287671232876712,0.36363636363636365,0.3453237410071942,0.33783783783783783,0.373134328358209,0.35460992907801414,doc_01_28_syn_extract_middle_8657,466
Nova 2 Lite V1,"O Aprimora Rede+ é uma iniciativa desenvolvida por meio de um Acordo de Cooperação Técnica entre a Sudene e o MDS, firmado em setembro do ano passado, com foco no fortalecimento do Sistema Único de Assistência Social (SUAS). O programa aborda cinco eixos principais: reordenamento das provisões socioassistenciais, articulação da rede, fortalecimento de parcerias, educação permanente e gestão da informação e acompanhamento da rede socioassistencial. O objetivo é promover uma formação continuada para melhorar os serviços, programas e projetos executados por entidades e Organizações da Sociedade Civil no âmbito do SUAS.",True,,1.340291976928711,623,0.8,0.7920792079207921,0.7960199004975126,0.6767676767676768,0.67,0.6733668341708543,0.6,0.594059405940594,0.5970149253731343,doc_03_04_syn_extract_middle_5658,597
Nova 2 Lite V1,"### Resumo da Notícia

O deputado Julio Lopes propôs a transformação da ANS (Agência Nacional de Segurança Nuclear) em uma verdadeira agência reguladora nuclear, com maior autonomia e competências ampliadas para supervisionar o setor. A proposta visa fortalecer o controle e a fiscalização das atividades nucleares no Brasil, garantindo maior segurança e eficiência. A mudança busca modernizar a estrutura e as funções da ANS, alinhando-a às exigências técnicas e regulatórias do setor nuclear contemporâneo.",True,,2.2544727325439453,508,0.6,0.627906976744186,0.6136363636363636,0.3258426966292135,0.3411764705882353,0.33333333333333337,0.4666666666666667,0.4883720930232558,0.47727272727272724,doc_05_02_syn_extract_first_2312,231
Nova 2 Lite V1,"O Parque Nacional do Superagui, no Paraná, inaugurou a Trilha do Ararapira, uma rota de 15 km com sete pontes suspensas e sinalização completa, financiada pelo Programa Biodiversidade Litoral do Paraná. A trilha conecta três comunidades caiçaras, permite o acesso a áreas de mata, manguezais e espécies ameaçadas, e pode ser usada por caminhantes e ciclistas. A iniciativa promove turismo sustentável, fortalece a economia local e marca o primeiro atrativo turístico estruturado aberto ao público desde a criação do parque há 36 anos.",True,,1.3109526634216309,534,0.6630434782608695,0.5980392156862745,0.6288659793814433,0.34065934065934067,0.3069306930693069,0.3229166666666667,0.43478260869565216,0.39215686274509803,0.4123711340206186,doc_15_09,7525
Nova 2 Lite V1,"A Secretaria-Executiva da Conitec publicou uma cartilha para explicar as mudanças trazidas pelo novo Decreto nº 12.716/2025 e pela Portaria GM/MS nº 8.817/2025 nos processos de avaliação de tecnologias em saúde. O material tem como objetivo facilitar o entendimento das inovações e seu impacto para gestores, profissionais de saúde, pesquisadores, fabricantes e outros interessados. A cartilha busca promover uma participação mais informada e transparente no processo decisório da Conitec.",True,,1.2093620300292969,489,0.6463414634146342,0.6883116883116883,0.6666666666666666,0.37037037037037035,0.39473684210526316,0.38216560509554137,0.4024390243902439,0.42857142857142855,0.41509433962264153,doc_05_03,1255
Nova 2 Lite V1,"### Resumo:

Em fevereiro de 2026, a Casa Pacheco Leão promoverá dois eventos gratuitos: a Cerimônia do Chá, no dia 27, conduzida pela professora Li Lu com música de Jing Tingting, e o concerto “Harmonias brasileiras”, no dia 28, realizado pela Orquestra Carioca de Flautas. Ambos os eventos são gratuitos, com limite de participantes e disponíveis mediante retirada de ingressos no site jbrj.eleventickets.com. O concerto inclui obras de compositores brasileiros e será realizado ao ar livre, com cancelamento em caso de chuva.",True,,1.282095193862915,528,0.4659090909090909,0.5466666666666666,0.5030674846625767,0.22988505747126436,0.2702702702702703,0.24844720496894407,0.29545454545454547,0.3466666666666667,0.3190184049079755,doc_07_10,2512
Nova 2 Lite V1,"O Ministério do Trabalho e Emprego publicou um decreto no Diário Oficial da União que reforça o combate ao trabalho escravo no Brasil. O texto criminaliza a prática e estabelece medidas efetivas de prevenção, com ênfase na educação de grupos vulneráveis e empregadores. A medida busca fortalecer ações de fiscalização e proteção dos direitos trabalhistas no país.",True,,1.130242109298706,363,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.5507246376811594,0.5507246376811594,0.5507246376811594,doc_19_15_syn_extract_first_2343,515
Nova 2 Lite V1,"### Resumo:

Foi estabelecida uma diretriz nacional para o resgate e manejo de animais afetados por desastres, considerando impactos ambientais, sanitários e sociais. A medida integra as políticas de defesa civil e segurança de barragens, garantindo uma abordagem coordenada. O objetivo é assegurar o bem-estar dos animais e a segurança da população em situações de emergência.",True,,1.0284514427185059,377,0.6774193548387096,0.5675675675675675,0.6176470588235294,0.5081967213114754,0.4246575342465753,0.46268656716417905,0.5645161290322581,0.47297297297297297,0.5147058823529412,doc_15_36_syn_extract_first_6464,450
Nova 2 Lite V1,"O Banco do Brasil lançou um programa de apoio às vítimas das enchentes na Zona da Mata mineira, incluindo uma doação inicial de R$ 200 mil via Fundação Banco do Brasil para instituições de ajuda humanitária. O banco também implementou medidas financeiras de apoio, como flexibilização de crédito, prorrogação de parcelas e renegociação de dívidas para pessoas físicas, empresas e produtores rurais nas cidades afetadas. Além disso, o Banco do Brasil está oferecendo apoio específico aos municípios, facilitando o acesso a recursos e o pagamento de benefícios para as famílias afetadas, e mobilizando parceiros para ampliar o apoio à comunidade.",True,,1.3563337326049805,644,0.5982905982905983,0.8333333333333334,0.6965174129353234,0.39655172413793105,0.5542168674698795,0.4623115577889447,0.47863247863247865,0.6666666666666666,0.5572139303482587,doc_17_26,5301
Nova 2 Lite V1,"A ministra da Igualdade Racial, Anielle Franco, destaca que a participação da sociedade é essencial para avançar nas estratégias de combate à discriminação. A criação do comitê amplia a inclusão de povos e comunidades tradicionais nos debates sobre racismo ambiental, tratando o problema como coletivo. Isso fortalece a visibilidade institucional do Ministério e aponta para melhorias nas leis e correções históricas na justiça climática.",True,,1.0096461772918701,438,0.5342465753424658,0.639344262295082,0.5820895522388061,0.3055555555555556,0.36666666666666664,0.3333333333333333,0.4383561643835616,0.5245901639344263,0.47761194029850745,doc_15_16_syn_extract_middle_3677,675
Nova 2 Lite V1,"A B3 destaca a importância da educação financeira para o desenvolvimento pessoal e do País, afirmando que ela é essencial em qualquer carreira e na vida cotidiana. O vice-presidente da B3, Luiz Masagão, ressalta que a educação financeira ajuda as pessoas a tomar decisões mais acertadas no dia a dia. A OLITEF tem um papel fundamental em tornar esse conhecimento acessível aos jovens.",True,,1.0324649810791016,384,0.6714285714285714,0.6619718309859155,0.6666666666666666,0.42028985507246375,0.4142857142857143,0.4172661870503597,0.4857142857142857,0.4788732394366197,0.48226950354609927,doc_11_25_syn_extract_middle_1096,446
Nova 2 Lite V1,"O Programa de Pós-Graduação em Ciência e Tecnologia das Radiações, Minerais e Materiais (PPG-CDTN) do Centro de Desenvolvimento da Tecnologia Nuclear (CDTN) alcançou a nota 6 na Avaliação Quadrienal 2021-2024 da Capes, consolidando-se como Programa de Excelência. Esse reconhecimento destaca o curso por sua distinção nacional e relevância internacional, numa escala avaliativa que vai de 1 a 7. Criado no início dos anos 2000, o programa iniciou o mestrado em 2003 e o doutorado em 2010, fruto de mais de duas décadas de trabalho contínuo na área nuclear.",True,,1.3411056995391846,556,0.6346153846153846,0.6666666666666666,0.6502463054187192,0.46601941747572817,0.4897959183673469,0.47761194029850745,0.5769230769230769,0.6060606060606061,0.5911330049261083,doc_11_08_syn_short_6574,1413
Nova 2 Lite V1,"### Resumo da Notícia

O presidente em exercício, Geraldo Alckmin, destacou que o foco imediato é socorrer as vítimas das fortes chuvas na Zona da Mata Mineira, com envolvimento de Defesa Civil, Exército e Saúde. Ele anunciou o liberação de recursos de R$ 800 por pessoa desabrigada, destinados às prefeituras para auxílio com abrigos e necessidades básicas. Alckmin também enfatizou o compromisso do governo com o combate às mudanças climáticas, mencionando ações como o aumento de etanol e biodiesel na gasolina e a redução do desmatamento na Amazônia.",True,,1.2033615112304688,554,0.7,0.7291666666666666,0.7142857142857142,0.494949494949495,0.5157894736842106,0.5051546391752577,0.63,0.65625,0.6428571428571429,doc_19_08,4007
Nova 2 Lite V1,"### Resumo em 3 sentenças:

Um evento em Brasília reuniu autoridades da América Latina e do Caribe para discutir políticas de combate à fome e fortalecer a agricultura familiar durante a 39ª Conferência Regional da FAO. A alimentação escolar, por meio do Programa Nacional de Alimentação Escolar (PNAE), foi destacada como estratégia fundamental para enfrentar a fome e promover o desenvolvimento social. Na abertura do evento, foi servido um almoço com refeições escolares que demonstraram a qualidade das refeições oferecidas às crianças brasileiras e o potencial do PNAE como modelo internacional de segurança alimentar.",True,,1.3661961555480957,623,0.47619047619047616,0.5952380952380952,0.5291005291005291,0.28846153846153844,0.3614457831325301,0.32085561497326204,0.3333333333333333,0.4166666666666667,0.3703703703703704,doc_17_29_syn_short_3938,3028
