technique,summary,success,error,latency,summary_length,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1,news_id,sentences_count,original_length
Baseline TextRank,! [Foto_Diogo_Zacarias.png](https://www.gov.br/funai/pt-br/assuntos/noticias/2025/plano-clima-e-aprovado-e-contempla-acoes-destinadas-aos-povos-indigenas-apos-participacao-coletiva-com-apoio-da-funai/foto_diogo_zacarias.png/@@images/3d01c788-7ced-442b-8048-502ada8bb3f3.png),True,,0.02695631980895996,274,0.3023255813953488,0.12745098039215685,0.17931034482758618,0.11904761904761904,0.04950495049504951,0.06993006993006992,0.2558139534883721,0.10784313725490197,0.15172413793103448,doc_15_10_syn_extract_first_7797,3,273
Baseline TextRank,"Iniciativa do Governo do Brasil promove o diálogo entre professores, mestres e jovens na construção de uma educação antirracista ! [12122025caminhosamefricanosangolafotomateria.jpg](https://www.gov.br/igualdaderacial/pt-br/assuntos/copy2_of_noticias/comeca-a-edicao-angola-do-programa-caminhos-amefricanos/12122025caminhosamefricanosangolafotomateria.jpg/@@images/80564fe6-b29c-48f5-bc54-4b06f46fa9f4.jpeg)",True,,0.02731180191040039,406,0.46153846153846156,0.3380281690140845,0.39024390243902435,0.29411764705882354,0.21428571428571427,0.24793388429752067,0.36538461538461536,0.2676056338028169,0.3089430894308943,doc_11_03_syn_extract_first_5853,3,405
Baseline TextRank,"Mais de 2,4 mil serviços foram contratados pela plataforma, que conecta cerca de 8,1 mil microempreendedores individuais a 1,3 mil órgãos públicos ! [Contrata+_1-Ano.png](https://www.gov.br/gestao/pt-br/assuntos/noticias/2026/fevereiro/contrata-brasil-gerou-mais-de-r-13-7-milhoes-de-renda-para-meis-em-um-ano/contrata-_1-ano.png/@@images/2df2f1bb-9941-4aaf-8d03-063963c1a45e.png) Em um ano de operação, a plataforma Contrata+Brasil já gerou R$ 13,7 milhões em renda direta para microempreendedores individuais (MEIs) por meio de contratações realizadas por órgãos públicos em todo o país.",True,,0.025449514389038086,589,0.5181818181818182,0.6477272727272727,0.5757575757575757,0.3944954128440367,0.4942528735632184,0.4387755102040817,0.3090909090909091,0.38636363636363635,0.3434343434343434,doc_01_17_syn_short_4502,3,1004
Baseline TextRank,"Cientistas de cinco países e especialistas indígenas apresentaram nesta quinta-feira (27)  materiais que unem conhecimentos biológicos, indígenas e pesquisa social produzidos a partir de expedição científica realizada no extremo oeste do Amazonas. O evento de lançamento do livro **“Relatório do Inventário Rápido Biológico e Social do Alto Rio Içá #33”** e vídeo acontece às 9h, no Auditório da Ciência do Instituto Nacional de Pesquisas da Amazônia (Inpa/MCTI), com entrada gratuita. A região remota com paisagens pouco documentadas da Amazônia Ocidental agora conta com importantes materiais que trazem a caracterização da área estudada, informações sobre a geologia, flora e vegetação e catalogação de quatro grupos de animais (peixes, anfíbios e répteis, aves, mamíferos).",True,,0.028662681579589844,777,0.4782608695652174,0.8148148148148148,0.6027397260273973,0.35766423357664234,0.6125,0.4516129032258065,0.35507246376811596,0.6049382716049383,0.4474885844748859,doc_15_22_syn_short_8939,3,1088
Baseline TextRank,"Parceria garante novas edições do concurso até 2028 e aproxima pesquisa, setor produtivo e políticas públicas para o desenvolvimento florestal sustentável ! [CNI ACT.png](https://www.gov.br/florestal/pt-br/assuntos/noticias/2025/dezembro/sfb-e-cni-fortalecem-cooperacao-para-premio-em-estudos-de-economia-e-mercado-florestal/cni-act.png/@@images/8459a8f9-7b04-4cc8-a908-b39a43554e96.png)",True,,0.02654743194580078,387,0.5396825396825397,0.5666666666666667,0.5528455284552845,0.3709677419354839,0.3898305084745763,0.3801652892561984,0.3333333333333333,0.35,0.3414634146341463,doc_15_03_syn_extract_first_7291,3,386
Baseline TextRank,"A Autoridade Nacional de Segurança Nuclear (ANSN) co-organizou, em parceria com o Escritório de Assuntos Legais da Agência Internacional de Energia Atômica (AIEA), o Workshop Nacional sobre a Convenção de Compensação Suplementar por Dano Nuclear (CSC), realizado no Hotel Windsor Brasília, entre os dias 9 e 12 de dezembro. Entre os temas abordados, destacaram-se: o arcabouço jurídico brasileiro sobre responsabilidade civil por dano nuclear; o regime global de compensação e suas interfaces com a CSC; requisitos e vantagens do instrumento; montantes indenizatórios; seguro de riscos nucleares; e experiências internacionais de implementação, com cases de Canadá, México, Reino Unido e Estados Unidos. A realização do Workshop Nacional sobre a CSC consolida um marco importante para o debate brasileiro sobre responsabilidade civil nuclear, reforçando o compromisso da ANSN com a modernização regulatória, a articulação entre instituições estratégicas e o alinhamento às melhores práticas internacionais, pilares fundamentais para o desenvolvimento seguro e responsável do setor nuclear no Brasil.",True,,0.03515052795410156,1099,0.5,0.7086614173228346,0.5863192182410423,0.25139664804469275,0.35714285714285715,0.29508196721311475,0.31666666666666665,0.44881889763779526,0.37133550488599343,doc_05_01,3,4756
Baseline TextRank,"Ação marca início da distribuição dos mil ônibus da 2ª etapa do Novo PAC Seleções, que beneficiarão até 120 mil estudantes de áreas rurais e de difícil acesso em todo o país, com investimentos de R$ 500 milhões ! [1](https://www.gov.br/fnde/pt-br/assuntos/noticias/governo-do-brasil-entrega-324-onibus-escolares-do-caminho-da-escola/1/@@images/16206f11-1d29-4f2b-8eb2-e50800f28a06.jpeg)",True,,0.027603626251220703,386,0.56,0.6363636363636364,0.5957446808510639,0.40540540540540543,0.46153846153846156,0.43165467625899284,0.48,0.5454545454545454,0.5106382978723404,doc_13_48_syn_extract_first_9698,3,385
Baseline TextRank,"Com um volume de inscrições 3,5 vezes maior que o da edição de 2025, o prazo para avaliação da Comissão Julgadora do 3º Concurso de Fotos e Vídeos da Anatel, que se encerraria na última sexta-feira, foi estendido para 26 de fevereiro. Sob a temática *“Mundo Digital: o futuro é de todos”*, 70% das inscrições se concentraram na categoria Fotos, 20% em Foto feita por pessoa com 60 anos oumais e 10% em Vídeos. A gerente substituta de Interações Institucionais, Satisfação e Educação para o Consumo da Anatel, Carla Badauy, tem a expectativa de que as fotos selecionadas pela Comissão Julgadora sejam as que melhor expressem o tema do concurso, “que permitiu a todos os participantes revelarem não apenas um momento, mas a forma como a tecnologia atravessa a vida das pessoas, conectando afetos, ampliando vozes e criando sentidos”.",True,,0.031126976013183594,831,0.39869281045751637,0.6161616161616161,0.48412698412698413,0.15789473684210525,0.24489795918367346,0.192,0.21568627450980393,0.3333333333333333,0.26190476190476186,doc_07_06,3,2484
Baseline TextRank,"Já em execução pela Ifac, o projeto no estado já conta com cinco laboratórios Mão na Massa nas cidades Cruzeiro do Sul, Xapuri, Tarauacá, Sena Madureira e Rio Branco. Segundo a ministra, a iniciativa logo começará a ser executada também pela Universidade Federal do Acre (Ufac). “É ciência entrando na escola pública, é oportunidade chegando aonde muitas vezes ela demorou a chegar”, continuou Luciana Santos.",True,,0.028015851974487305,409,0.4857142857142857,0.38202247191011235,0.42767295597484273,0.21739130434782608,0.17045454545454544,0.19108280254777069,0.34285714285714286,0.2696629213483146,0.3018867924528302,doc_05_23_syn_extract_middle_2375,3,410
Baseline TextRank,"A Advocacia-Geral da União (AGU) confirmou na Justiça a validade de multa ambiental aplicada pelo Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (Ibama) à empresa Spectrum Geo do Brasil Serviços Geofísicos Ltda., no valor de R$ 4,07 milhões. O Tribunal Regional Federal da 2ª Região (TRF2) rejeitou recurso da empresa e confirmou a legalidade do auto de infração lavrado em razão da realização de pesquisa sísmica marítima em desacordo com as condicionantes da licença ambiental. A penalidade foi aplicada após o Ibama constatar que a atividade foi executada em período não autorizado por licença de pesquisa sísmica, caracterizando infração ambiental por descumprimento das regras impostas ao exercício de atividade potencialmente poluidora.",True,,0.029361724853515625,768,0.4962962962962963,0.7528089887640449,0.5982142857142857,0.3283582089552239,0.5,0.3963963963963964,0.3333333333333333,0.5056179775280899,0.40178571428571425,doc_15_05,3,2343
Baseline TextRank,"[Presidente Lula participa da inauguração de anel viário e túnel de Campo Grande e da visita com entrega de moradias na Comunidade do Aço, no Rio](https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/noticias/2026/03/presidente-lula-participa-da-inauguracao-de-anel-viario-e-tunel-de-campo-grande-e-da-visita-com-entrega-de-moradias-na-comunidade-do-aco-no-rio/2025_aviso-de-pauta.jpg/@@images/56073d63-d1ac-409d-9064-5d439036b598.jpeg) As credenciais dos profissionais cujos pedidos estiverem aprovados devem ser retiradas sexta-feira (6/3) no local das agendas, nos seguintes horários: de 9h às 10h em Campo Grande, e de 11h30 às 12h30 na Comunidade do Aço. **Inauguração do anel viário e túnel de Campo Grande** 📅 Data: sexta-feira, 6 de março ⏰ Horário: 10h30 Entrega de credenciais no local, de 9h às 10h",True,,0.027480125427246094,811,0.3355263157894737,0.5930232558139535,0.4285714285714286,0.152317880794702,0.27058823529411763,0.19491525423728814,0.21710526315789475,0.38372093023255816,0.2773109243697479,doc_13_27,3,1741
Baseline TextRank,Cédulas de Produto Rural (CPR) e avanço da industrialização impulsionam os números. Cooperativas e bancos públicos lideram liberações de recursos ! [Crédito Rural](https://www.gov.br/secom/pt-br/acompanhe-a-secom/noticias/2026/03/plano-safra-2025-2026-credito-rural-cresce-7-e-ja-soma-r-354-bilhoes-contratados/credito_rural.jpg/@@images/2624c6ec-d766-4746-a4d1-ed8b62a59354.jpeg),True,,0.0262908935546875,380,0.4925373134328358,0.4647887323943662,0.4782608695652174,0.3333333333333333,0.3142857142857143,0.3235294117647059,0.31343283582089554,0.29577464788732394,0.3043478260869565,doc_01_36_syn_extract_first_4777,3,379
Baseline TextRank,"Companhias aéreas globais suspenderam voos em todo o Oriente Médio neste sábado (28), após os Estados Unidos e Israel lançarem ataques contra o Irã, mergulhando a região em um novo confronto militar.",True,,0.027611255645751953,199,0.8421052631578947,0.5517241379310345,0.6666666666666666,0.6756756756756757,0.43859649122807015,0.5319148936170213,0.631578947368421,0.41379310344827586,0.5,doc_13_21_syn_extract_first_2129,3,199
Baseline TextRank,"Neste domingo, 21 de março, Dia Internacional da Síndrome de Down, realizou-se mais uma edição da Caminhada Down.",True,,0.027079343795776367,113,0.6363636363636364,0.14,0.22950819672131148,0.3333333333333333,0.0707070707070707,0.11666666666666665,0.45454545454545453,0.1,0.16393442622950818,doc_03_46_syn_extract_first_6003,3,113
Baseline TextRank,"A programação contou com um café da manhã de confraternização e uma palestra ministrada pela analista de Qualidade da Informação no Núcleo Estratégico de Apoio e Gestão de Projetos (NEAP) do Instituto Brasileiro de Informação em Ciência e Tecnologia (Ibict), Érika Stella Menezes, que abordou a violência contra a mulher e a importância de ampliar o debate sobre o tema no ambiente institucional. Durante o evento, o diretor do Ibict, Tiago Braga, destacou que o país enfrenta um cenário preocupante de violência contra as mulheres e reforçou o compromisso institucional com o enfrentamento desse problema. De acordo com o diretor, o Ibict pretende ampliar esse debate envolvendo também os colaboradores homens da instituição, para que compreendam seu papel no enfrentamento das desigualdades e das violências que atingem meninas e mulheres.",True,,0.030050277709960938,841,0.36054421768707484,0.7361111111111112,0.4840182648401827,0.21232876712328766,0.43661971830985913,0.2857142857142857,0.21768707482993196,0.4444444444444444,0.2922374429223744,doc_07_26_syn_short_9701,3,2153
Baseline TextRank,"Conjunto de participantes aumentou 3,4% em relação ao final de 2024, totalizando 92.818. Destaque para crescimento de consultores de valores mobiliários",True,,0.029622554779052734,152,0.92,0.2875,0.4380952380952381,0.6666666666666666,0.20253164556962025,0.3106796116504854,0.88,0.275,0.41904761904761906,doc_09_01_syn_extract_first_6169,3,152
Baseline TextRank,"Novo polo em Recife amplia a presença da rede no Nordeste e fortalece o acesso de empresas pernambucanas a mercados internacionais e oportunidades de inovação. O consórcio Enterprise Europe Network (EEN Brasil) inaugurou, no dia 16 de março, seu primeiro polo em Pernambuco, com sede em Recife, em parceria com o UNINASSAU - Centro Universitário Maurício de Nassau. A Fapec coordena o consórcio EEN Brasil em conjunto com o Instituto Brasileiro de Informação em Ciência e Tecnologia (Ibict), unidade de pesquisa do Ministério da Ciência, Tecnologia e Inovação.",True,,0.02728438377380371,560,0.43434343434343436,0.589041095890411,0.5,0.1836734693877551,0.25,0.21176470588235297,0.21212121212121213,0.2876712328767123,0.24418604651162792,doc_09_40_syn_short_2684,3,1430
Baseline TextRank,"A comprovação da efetividade do Caminhos Amefricanos vem a partir dos relatos dos intercambistas sobre os impactos em suas trajetórias profissionais e de como a experiência repercute profundamente nas suas trajetórias de vida, suas famílias e seus territórios, uma vez que ele amplia o direito da população negra de vivenciar experiências formativas por meio de intercâmbios internacionais. Durante meu acompanhamento do programa, escutei relatos contundentes das intercambistas: ser a primeira mulher da família ou território a realizar um intercâmbio internacional; a grande emoção de receber o primeiro passaporte; o trançar os cabelos para ir ao intercâmbio; a família reunida no aeroporto e, entre lágrimas, intensa alegria e orgulho, registrar todos os momentos do embarque da intercambista; de como sentem-se fortes ao chegarem nos intercâmbios com uma comitiva formada por pessoas negras e, em sua maioria, mulheres negras. Enquanto mulher negra e professora, identifico-me imediatamente com cada depoimento, me levando a crer ainda mais na efetividade do programa porque sei o quanto esse impacto é real: tive oportunidade de realizar um intercâmbio em Moçambique para minha primeira pesquisa de pós-doutorado, em 2014, e essa vivência ampliou minha compreensão sobre as diferentes formas de ser e de estar no mundo.",True,,0.03293895721435547,1325,0.25112107623318386,0.5436893203883495,0.3435582822085889,0.07207207207207207,0.1568627450980392,0.09876543209876543,0.11659192825112108,0.2524271844660194,0.15950920245398773,doc_07_24_syn_short_5741,3,3665
Baseline TextRank,"**Brasília, 05/03/2026** – O Ministério da Justiça e Segurança Pública (MJSP) reúne, nesta sexta-feira (6), autoridades do Governo Federal para apresentar os resultados da Operação Mulher Segura e da Operação Alerta Lilás. O evento contará com a participação do ministro da Justiça e Segurança Pública, Wellington Lima; do secretário nacional de Segurança Pública (Senasp/MJSP), Chico Lucas; da ministra das Mulheres, Márcia Helena Carvalho Lopes; da secretária nacional de Enfrentamento à Violência contra mulheres do Ministério das Mulheres, Estela Bezerra; e do diretor-geral da Polícia Rodoviária Federal (PRF), Antônio Fernando Souza Oliveira. **Evento**: Brasil sem Feminicídio: Governo Federal apresenta resultados de operações de enfrentamento à violência contra mulheres **Data**: sexta-feira (6) **Horário**: 10h **Local**: Salas Modulares, Palácio da Justiça, Brasília (DF)",True,,0.02911376953125,884,0.43790849673202614,0.6090909090909091,0.5095057034220533,0.26973684210526316,0.3761467889908257,0.31417624521072796,0.2875816993464052,0.4,0.33460076045627374,doc_19_28_syn_extract_middle_7548,3,1566
Baseline TextRank,"**LUTA CONTRA A FOME E A DESNUTRIÇÃO** – A 39ª Conferência Regional é um espaço de diálogo e discussão técnica e política em alto nível sobre os progressos e desafios da América Latina e do Caribe na luta contra a fome e a desnutrição. Por decisão adotada pelos países-membros da região na 38ª sessão, o Brasil sediará a 39ª Conferência Regional da FAO, demonstrando grande interesse e compromisso em promover os esforços regionais de combate à fome e à desnutrição.",True,,0.028113365173339844,466,0.6595744680851063,0.9253731343283582,0.7701863354037266,0.5483870967741935,0.7727272727272727,0.6415094339622641,0.3829787234042553,0.5373134328358209,0.4472049689440994,doc_01_28_syn_extract_middle_8657,3,466
Baseline TextRank,"O Aprimora Rede+ conta com os eixos de Reordenamento das Provisões Socioassistenciais, articulação da Rede, fortalecimento de parcerias, educação permanente e Gestão da Informação e Acompanhamento da Rede Socioassistencial. A iniciativa é fruto de um Acordo de Cooperação Técnica firmado entre a Sudene e o MDS em setembro do ano passado. As instituições apostam na estratégia de promover uma formação continuada, aprimorando as provisões de serviços, programas e projetos executados pelas entidades e Organizações da Sociedade Civil (OSCs) no âmbito do Sistema Único de Assistência Social (SUAS).",True,,0.029640674591064453,597,0.78,0.7722772277227723,0.7761194029850748,0.6363636363636364,0.63,0.6331658291457286,0.73,0.7227722772277227,0.7263681592039801,doc_03_04_syn_extract_middle_5658,3,597
Baseline TextRank,! [julio_camara.jpeg](https://www.gov.br/ird/pt-br/assuntos/noticias/noticias-2025/deputado-julio-lopes-propoe-transformacao-da-ansn-em-agencia-reguladora-nuclear/julio_camara.jpeg/@@images/b2dead18-6c7c-43b9-8a64-6eb14fd12459.jpeg),True,,0.027021408081054688,232,0.2,0.08139534883720931,0.115702479338843,0.058823529411764705,0.023529411764705882,0.03361344537815126,0.2,0.08139534883720931,0.115702479338843,doc_05_02_syn_extract_first_2312,3,231
Baseline TextRank,"O Parque Nacional do Superagui, no litoral norte do Paraná, abriu um novo capítulo em sua história, ao inaugurar sua primeira trilha bimodal estruturada e aberta à visitação pública de forma permanente. Foto: Divulgação/Parna do Superagui |  | [Sinalização padronizada da Rede Brasileira de Trilhas orienta o visitante e reforça a integração do Parque Nacional do Superagui à Trilha da Grande Reserva Mata Atlântica. Foto: Divulgação/Parna do Superagui](/icmbio/pt-br/assuntos/noticias/ultimas-noticias/parque-nacional-do-superagui-pr-inaugura-primeira-trilha-para-ciclistas-e-caminhantes/Foto2.jpeg)  Sinalização padronizada da Rede Brasileira de Trilhas orienta o visitante e reforça a integração do Parque Nacional do Superagui à Trilha da Grande Reserva Mata Atlântica.",True,,0.049506425857543945,773,0.3888888888888889,0.4803921568627451,0.4298245614035088,0.176,0.21782178217821782,0.19469026548672566,0.31746031746031744,0.39215686274509803,0.3508771929824562,doc_15_09,3,7525
Baseline TextRank,"A Secretaria-Executiva da Conitec publicou hoje uma Cartilha sobre as recentes mudanças trazidas pelas publicações do novo Decreto (Decreto nº 12.716, de 12 de novembro de 2025) e na nova portaria (Portaria GM/MS nº 8.817, de 21/11/2025), O material foi elaborado com o objetivo de apresentar e explicar, de forma clara e acessível, quais são as inovações nos processos de avaliação da Conitec e o porquê são mudanças importantes. A cartilha é destinada a gestores, profissionais de saúde, representantes de organizações da sociedade civil, pesquisadores, Núcleos de Avaliação de Tecnologias em Sáude (NATS) parceiros da Conitec, fabricantes e demandantes da Conitec e demais interessados.",True,,0.03153395652770996,689,0.5081967213114754,0.8051948051948052,0.6231155778894473,0.35537190082644626,0.5657894736842105,0.4365482233502538,0.4426229508196721,0.7012987012987013,0.542713567839196,doc_05_03,3,1255
Baseline TextRank,"No sábado, dia 28, o concerto “Harmonias brasileiras” será apresentado pela Orquestra Carioca de Flautas, ao ar livre, na varanda da Casa, em duas sessões, às 9h30 e às 16h Assim como na cerimônia, não é preciso adquirir ingresso para o arboreto. Idealizada por Sérgio Barrenechea, a Orquestra Carioca de Flautas apresenta arranjos e adaptações para a formação de grupos de flautas, que incluem flautas mais graves, como as flautas em sol, flauta baixo e flauta contrabaixo. Concerto musical “Harmonias brasileiras”, com a Orquestra Carioca de Flautas Dia: 28 de fevereiro (sábado) Horários: 9h30 e 16h Gratuito.",True,,0.03214454650878906,612,0.3523809523809524,0.49333333333333335,0.4111111111111111,0.11538461538461539,0.16216216216216217,0.1348314606741573,0.18095238095238095,0.25333333333333335,0.2111111111111111,doc_07_10,3,2512
Baseline TextRank,"Texto saiu no Diário Oficial da União dessa quarta-feira (25) e reforça a criminalização da prática, impondo medidas efetivas de prevenção por meio de educação para vulneráveis e empregadores ! [MDHC celebra publicação de decreto que reforça combate global ao trabalho escravo](https://www.gov.br/mdh/pt-br/assuntos/noticias/2026/fevereiro/mdhc-celebra-publicacao-de-decreto-que-reforca-combate-global-ao-trabalho-escravo/whatsapp-image-2026-02-27-at-14-47-25.jpeg/@@images/60c7bbf5-4a48-45b6-a880-b72fcec1a5a9.jpeg)",True,,0.027262210845947266,516,0.391304347826087,0.5217391304347826,0.4472049689440994,0.2087912087912088,0.27941176470588236,0.23899371069182387,0.2717391304347826,0.36231884057971014,0.31055900621118016,doc_19_15_syn_extract_first_2343,3,515
Baseline TextRank,"Medida estabelece diretrizes para resgate e manejo de animais em desastres, considerando os impactos ambientais, sanitários, sociais e conectando às políticas de defesa civil e segurança de barragens ! [Saiu no DOU](https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/noticias/2026/03/presidente-lula-sanciona-lei-que-cria-a-politica-de-acolhimento-e-manejo-de-animais-resgatados-amar/saiu-no-dou/@@images/201f4d1d-30ce-4228-b480-e2d0342d845b.jpeg)",True,,0.025864362716674805,451,0.547945205479452,0.5405405405405406,0.54421768707483,0.3333333333333333,0.3287671232876712,0.33103448275862074,0.4246575342465753,0.4189189189189189,0.42176870748299317,doc_15_36_syn_extract_first_6464,3,450
