id,title,category,subcategory,original_length,reference_summary,reference_length,latency,success,error
3bfd02b1e446a279aa8f24179cd46118,Relatório anual do Cemaden aponta 2025 com recordes de calor e seca prolongada,Meio Ambiente e Sustentabilidade,Mudanças Climáticas,6025,"O Brasil vivenciou em 2025 um dos anos mais extremos do ponto de vista climático, com recordes de temperatura, chuvas intensas e seca prolongada, segundo relatório do Centro Nacional de Monitoramento e Alertas de Desastres Naturais (Cemaden). O país acompanhou a tendência global, com 2025 sendo o terceiro ano mais quente já registrado no planeta. O relatório destaca a importância do monitoramento contínuo, do investimento em ciência e tecnologia e da integração entre pesquisa e gestão pública para enfrentar um cenário climático cada vez mais desafiador e complexo.",570,3.079214334487915,True,
1e8a67535567b5a4b27e89736854e47f,Mutirão acelera certificações de pontos e pontões de cultura no Cadastro Nacional,"Cultura, Artes e Patrimônio",Cultura e Inovação,3925,"A Comissão Nacional de Certificações, formada pelo poder público e sociedade civil, pretende acelerar a análise de cadastros no Cadastro Nacional de Pontos e Pontões de Cultura, que registrou um crescimento histórico nos últimos três anos, chegando a quase 13 mil organizações certificadas. Para isso, o número de membros da comissão foi ampliado e um mutirão de análise será realizado até março de 2026, com o objetivo de regularizar o tempo de espera e garantir que o prazo de análise não ultrapasse 90 dias.",510,2.2577521800994873,True,
71580d445aaf22ed62688988c1ed3c86,"Garopaba atrai turistas com praias, dunas e a cultura do surfe no litoral catarinense",Turismo,Promoção Turística,4149,"Garopaba, no litoral sul de Santa Catarina, é um destino turístico que combina atrativos naturais, históricos e culturais durante a alta temporada. A cidade oferece uma variedade de praias, desde as mais tranquilas e familiares até as ideais para a prática de esportes, especialmente o surfe. Além das atividades aquáticas, Garopaba também se destaca por sua gastronomia local, com ênfase nos frutos do mar, e por suas trilhas ecológicas e atrações históricas no centro da cidade.",480,2.7879273891448975,True,
portaria-cria-programa-nacional-cidades-e-comunidades-amigas-das-pessoas-idosas_174547,Portaria cria Programa Nacional Cidades e Comunidades Amigas das Pessoas Idosas,Desenvolvimento Social,Programas Sociais,5513,"O governo federal brasileiro criou o Programa Nacional Cidades e Comunidades Amigas das Pessoas Idosas, com o objetivo de promover ações que assegurem a autonomia, inclusão e participação plena da população idosa em todas as dimensões da vida comunitária. O programa envolve a adesão de entes federados e parcerias com a sociedade civil, abrangendo 12 eixos temáticos, como participação comunitária, segurança, cuidado, emprego, saúde, educação, moradia e acessibilidade, visando garantir os direitos humanos da pessoa idosa.",525,3.2206406593322754,True,
08a0cb305410cedae00e60293f92cc3e,"Taxa de informalidade cai no mercado de trabalho, mostra IBGE",Economia e Finanças,Fiscalização e Tributação,4822,"Resumo da notícia governamental brasileira em 2-3 frases concisas (100-150 palavras):

A taxa de informalidade no mercado de trabalho brasileiro atingiu o menor patamar desde julho de 2020, chegando a 37,5% no trimestre de novembro de 2025 a janeiro de 2026. Esse resultado reflete a queda do emprego sem carteira no setor privado e a expansão da cobertura de registro no CNPJ dos trabalhadores por conta própria, indicando uma melhora na qualidade do emprego existente. Além disso, o rendimento real habitual de todos os trabalhos chegou a R$ 3.652, o mais alto da série, com aumento de 2,8% no trimestre e de 5,4% na comparação anual.",636,2.7057666778564453,True,
62094de34788b9139a8d9dc73a330500,Inmet alerta para fim de semana com chuvas no Norte e Nordeste,Meio Ambiente e Sustentabilidade,Conservação Ambiental,3975,"O Instituto Nacional de Meteorologia (Inmet) emitiu alerta de chuvas volumosas nas regiões Norte e Nordeste do Brasil, com possibilidade de temporais, alagamentos, quedas de energia e deslizamentos de encostas, especialmente no sul da Bahia. O alerta indica ""Perigo Potencial"", ""Perigo"" e ""Grande Perigo"" e prevê chuvas superiores a 60 mm/h ou 100 mm/dia. Para o mês de março, a previsão é de chuvas acima da média em grande parte do Nordeste e em algumas áreas da Região Norte.",478,2.1586267948150635,True,
750cfdde39415adbea481951046f4b35,Prorrogado prazo para envio do Relatório Anual de Lavra (RAL),Economia e Finanças,Fiscalização e Tributação,1279,"A Agência Nacional de Mineração (ANM) prorrogou o prazo para envio do Relatório Anual de Lavra (RAL) de 16 de março para 31 de março de 2026, visando evitar sobrecargas nos sistemas e simplificar a gestão do processo. A medida visa unificar o calendário de entrega do documento para todos os titulares de direitos minerários.",325,2.158525228500366,True,
ministerio-das-comunicacoes-doa-500-computadores-para-fortalecer-atendimento-a-populacao-na-1a-casa_1789b6,Ministério das Comunicações doa 500 computadores para fortalecer atendimento à população na 1ª Casa da Igualdade Racial do Brasil,Comunicações e Mídia,Comunicação Digital,2751,"O Ministério das Comunicações doou 500 computadores para fortalecer o atendimento e a inclusão digital em Casas da Igualdade Racial que serão inauguradas em diferentes cidades brasileiras. A iniciativa, em parceria com o Ministério da Igualdade Racial, visa combater o racismo e ampliar oportunidades de capacitação e letramento digital, beneficiando principalmente vítimas de discriminação racial.",398,1.6458945274353027,True,
7dac181f17a69884fd1fb45b845edcb9,FNDE apresenta avanços em governança e projeta alta no IESGo,Políticas Públicas e Governança,Planejamento Governamental,5396,"Aqui está um resumo da notícia em 2-3 frases concisas (aproximadamente 150 palavras):

O Fundo Nacional de Desenvolvimento da Educação (FNDE) realizou um fórum para apresentar avanços na governança e projetar melhorias no Índice de Governança e Gestão Pública (IESGo) do Tribunal de Contas da União (TCU). A presidente do FNDE destacou que o fortalecimento da governança é a principal marca da atual gestão, com medidas como a consolidação do Código de Conduta Ética, a elaboração do Guia para Atos Normativos e o Plano de Dados Abertos 2026-2028, visando reduzir riscos administrativos e dar mais segurança jurídica às decisões. O auditor do TCU abordou a política de governança da administração pública federal, enfatizando a importância de elementos essenciais, como estratégia formalizada, comitê interno de governança, gestão de riscos, programa de integridade estruturado e sistema de monitoramento de resultados, para que a governança não se torne apenas um discurso, mas uma prática efetiva",998,4.506255388259888,True,
4db085db7d1e6943d88fc504a20e971c,Servidor do Iphan lança Atlas Arqueológico do Tocantins,"Cultura, Artes e Patrimônio",Preservação do Patrimônio,2447,"O arqueólogo Rômulo Macêdo, do Instituto do Patrimônio Histórico e Artístico Nacional (Iphan), lançou o Atlas Arqueológico do Tocantins, uma obra de divulgação científica que apresenta um panorama da temática arqueológica no estado. O livro, fruto de quase 10 anos de pesquisa, busca democratizar o acesso às informações sobre o patrimônio arqueológico da região, antes restritas a poucos, e contribuir com ações de educação patrimonial.",437,2.064004898071289,True,
2cd60b91874a585a47c3d522fd2c4482,"Iphan participa da ExpoTurismo Maranhão 2026, em São Luís","Cultura, Artes e Patrimônio",Preservação do Patrimônio,2303,"O Instituto do Patrimônio Histórico e Artístico Nacional (Iphan) participou da Expo Turismo Maranhão 2026, apresentando suas ações de preservação e valorização do patrimônio cultural brasileiro, com destaque para o papel do patrimônio no fortalecimento da identidade local e no desenvolvimento do turismo cultural no estado. O estande do Iphan exibiu publicações, materiais educativos e demonstrações de técnicas relacionadas à conservação do patrimônio cultural maranhense.",474,2.1219656467437744,True,
4175540204f806df4bd8162a81c675c4,MME divulga Nota Técnica sobre atualização da metodologia de calibração do CVaR no setor elétrico,Energia e Recursos Minerais,Políticas Energéticas,3460,"O Ministério de Minas e Energia do Brasil aprovou uma revisão da metodologia de calibração dos parâmetros do CVaR (Conditional Value at Risk) utilizada no setor elétrico, com o objetivo de aumentar a transparência, previsibilidade e aderência da modelagem à dinâmica real da operação do sistema. A nova metodologia elimina a exigência de definição prévia de um nível de tolerância para atendimento à Curva de Referência de Armazenamento (CRef) e considera, de maneira contínua, tanto excessos quanto déficits de geração térmica, resultando em níveis de armazenamento mais próximos das decisões efetivamente adotadas.",616,2.488839864730835,True,
c8c018d8467084f3aa5ca90e9e5715ac,INSS realiza mutirões neste fim de semana (21 e 22) com mais de 15 mil vagas pelo Brasil,Saúde,Sistema Único de Saúde (SUS),4854,"O INSS realizará mutirões de atendimento em todo o Brasil neste fim de semana (21 e 22 de fevereiro), com mais de 15 mil vagas disponíveis para perícias médicas e avaliações sociais. Os cidadãos podem agendar o atendimento pelo aplicativo ou site Meu INSS ou pela Central 135. Os mutirões acontecerão em todas as regiões do país, com destaque para o Nordeste, Sudeste e Centro-Oeste, que concentram o maior número de vagas.",423,2.461794376373291,True,
989909495f1f65c1e3dd396f7816e534,"""Irã tem direito de se defender"", diz vice-ministro após retaliação",Relações Internacionais e Diplomacia,Acordos Internacionais,1198,"O Irã afirmou ter atacado bases militares norte-americanas no Oriente Médio em retaliação ao ataque realizado no país no último sábado. O governo iraniano confirmou que alvos em Bahrein, Kuwait, Catar e Emirados Árabes Unidos foram atingidos pelos mísseis iranianos, com pelo menos uma vítima fatal nos Emirados Árabes Unidos. Enquanto o Kuwait e o Catar afirmaram ter interceptado todos os mísseis, o Bahrein considerou o ataque iraniano uma ""violação gritante da soberania e segurança do reino"".",497,2.2621397972106934,True,
881e2e8e4a76a02591ad80ef89a46b03,SENAPPEN pública Atas de Registro de Preços para aquisição de equipamentos voltados à inteligência penal,Segurança Pública,Combate ao Crime Organizado,2505,"A Secretaria Nacional de Políticas Penais (SENAPPEN) publicou duas Atas de Registro de Preços (ARP) para aquisição de equipamentos de inteligência penal, incluindo georradares e kits de varredura portátil, com o objetivo de fortalecer a capacidade operacional em inspeções, varreduras técnicas e mitigação de riscos em unidades prisionais. A aquisição, que utilizará recursos do Fundo Penitenciário Nacional (FUNPEN), representa um marco na modernização tecnológica do sistema penitenciário, visando o enfrentamento ao crime organizado e a prevenção de fugas.",559,2.3208720684051514,True,
5cb0b9bc1a6553fa0ca3f9b2c5de2d4b,Ministério do Turismo leva capacitação em turismo de base comunitária a assentamentos da reforma agrária,Turismo,Capacitação e Qualificação,3451,"O Ministério do Turismo iniciou uma nova etapa do projeto ""Experiências do Brasil – Assentamentos"", realizando oficinas de capacitação em diferentes estados para qualificar moradores de assentamentos da reforma agrária no desenvolvimento, comunicação e promoção de experiências turísticas baseadas na cultura, natureza e modos de vida do campo. A iniciativa busca valorizar os territórios da reforma agrária, estimular o desenvolvimento local sustentável e ampliar a oferta de experiências autênticas no turismo brasileiro, conectando visitantes às comunidades rurais.",568,1.910701036453247,True,
3ecf0f59f384f7811cdd97af7d11afaf,"Presidente Lula participa da inauguração de anel viário e túnel de Campo Grande e da visita com entrega de moradias na Comunidade do Aço, no Rio",Infraestrutura e Transportes,Obras Públicas,1741,"O presidente Lula participa de duas iniciativas no Rio de Janeiro nesta sexta-feira (06/03): a inauguração da primeira fase do anel viário e túnel em Campo Grande, visando descongestionar o tráfego, e a entrega de moradias para a população vulnerável da Comunidade do Aço, contando com a presença do prefeito Eduardo Paes em ambos os eventos. As credenciais para os profissionais de imprensa devem ser retiradas nos locais e horários específicos.",446,2.1325504779815674,True,
f5c11784cac5841045fe969827231efe,MGI autoriza nomeação de novos concursados da CNEN,"Ciência, Tecnologia e Inovação",Pesquisa Científica,610,"O Ministério da Gestão e da Inovação em Serviços Públicos (MGI) publicou a Portaria Nº 11.168, autorizando a Comissão Nacional de Energia Nuclear (CNEN) a nomear 100 candidatos aprovados em concurso público. Os cargos incluem 25 analistas em Ciência e Tecnologia, 11 pesquisadores, 42 tecnologistas e 22 técnicos, com seis vagas destinadas ao Centro Regional de Ciências Nucleares do Nordeste (CRCN-NE/CNEN). A Portaria também se aplica à Autoridade Nacional de Segurança Nuclear (ANSN).",487,3.897909641265869,True,
e90bee24baa15fd702328d2c6b9a4392,"Ministro das Cidades, Jader Filho, visita a Zona da Mata mineira, afetada por chuvas intensas nos últimos dias",Infraestrutura e Transportes,Obras Públicas,3177,"O presidente Lula e o ministro das Cidades, Jader Filho, visitaram os municípios de Juiz de Fora e Ubá, em Minas Gerais, afetados pelas chuvas intensas, para avaliar os danos e articular medidas emergenciais. O governo federal se comprometeu a disponibilizar recursos para que as famílias que tiveram suas moradias destruídas possam adquirir novos imóveis em qualquer cidade do estado. Além disso, o Ministério das Cidades informou que há R$ 32,6 bilhões destinados à prevenção de desastres em todo o Brasil, sendo R$ 3,5 bilhões para Minas Gerais, incluindo R$ 468,5 milhões para Juiz de Fora e R$ 64,7 milhões para Ubá.",621,2.6663124561309814,True,
9dc8199530098cc1ee3d4aeeb87f9eda,"Secretaria Nacional de Registro, Monitoramento e Pesquisa retoma a Estatística Pesqueira Nacional após 13 anos","Agricultura, Pecuária e Abastecimento",,5535,"Resumo da notícia em 2-3 frases concisas (100-150 palavras):

A Secretaria Nacional de Registro, Monitoramento e Pesquisa (SERMOP) do Ministério da Pesca e Aquicultura (MPA) retomou a Estatística Pesqueira Nacional após 13 anos, lançando o Boletim da Estatística Pesqueira e Aquícola 2023-2024 e um painel de dados públicos. Além disso, a SERMOP reforçou o combate a fraudes na emissão do Registro Geral da Atividade de Pesca e Aquicultura (RGP) e no pagamento do Seguro-Defeso, cancelando mais de 312 mil cadastros irregulares em 2025 em uma ação conjunta com outros órgãos governamentais. Atualmente, o sistema conta com 1.939.551 pescadores e pescadoras profissionais licenciados, dos quais 50% são mulheres, além de 279.017 pescadores esportivos e amadores registrados e 149 campeonatos de pesca autorizados.",812,3.9161837100982666,True,
eri-johnson-marcelo-skaf-e-gustavo-ziller-no-sem-censura_87acd6,"Eri Johnson, Marcelo Skaf e Gustavo Ziller no Sem Censura","Cultura, Artes e Patrimônio",Eventos Culturais,1119,"Esta notícia destaca três convidados do programa ""Sem Censura"" da TV Brasil: o ator Eri Johnson, que fala sobre sua peça de teatro ""Aluga-se Um Namorado""; o oceanógrafo e mergulhador Marcelo Skaf, que lança seu livro ""Pelos Mares do Mundo 2"" com imagens impressionantes do fundo do mar; e o montanhista Gustavo Ziller, que conquistou o Monte Everest e lança o livro ""Escalando sonhos - o que senti no topo do mundo"". A jornalista Marilia Arrigoni também participa como debatedora do programa.",492,3.5859804153442383,True,
879621af0bfc6786459131cd6578e93a,Anvisa determina apreensão de canetas emagrecedoras sem registro,Saúde,Vigilância Sanitária,2324,"A Anvisa publicou uma resolução determinando a apreensão de canetas emagrecedoras sem registro no Brasil, incluindo produtos das marcas Lipoless, Retatrutide, Tirzec, Lipoland e T.G. Além disso, a resolução proíbe a comercialização de medicamentos à base de canabidiol fabricados por empresa sem autorização da Anvisa.",318,1.634723424911499,True,
fba2454e73bdc1f5b18b6450ceff9834,ANS inclui medicamento para doença inflamatória intestinal no Rol de Procedimentos e Eventos em Saúde,Saúde,Sistema Único de Saúde (SUS),2165,"Resumo da notícia em 2-3 frases concisas (100-150 palavras):

A Agência Nacional de Saúde Suplementar (ANS) aprovou a inclusão do medicamento Risanquizumabe no Rol de Procedimentos e Eventos em Saúde, para o tratamento da retocolite ulcerativa moderada a grave em pacientes adultos. A cobertura obrigatória pelas operadoras de planos de saúde entrará em vigor a partir de 4 de maio de 2026, após negociações sobre o custo do medicamento. A retocolite ulcerativa é uma doença intestinal crônica sem cura, mas com possibilidades de tratamento para controle dos sintomas e diminuição da atividade da doença.",604,2.62849760055542,True,
b0493edae895c0cdf699465270eb8bfb,Fórum Internacional na PRF discute a modernização do combate ao crime organizado no País,Segurança Pública,Combate ao Crime Organizado,3983,"O Ministério da Justiça e Segurança Pública (MJSP) e a Polícia Rodoviária Federal (PRF) realizaram um Fórum Internacional de Policiamento Inteligente e de Centros de Fusão, reunindo especialistas nacionais e internacionais para discutir novas estratégias de segurança pública baseadas em inteligência e integração das forças de segurança. O evento também incluiu um Encontro Técnico dos Centros Integrados de Comando e Controle (CICCs), com foco na padronização de protocolos, gestão de crises e integração institucional, visando ampliar a eficiência no combate ao crime organizado.",582,2.4784188270568848,True,
895e1a25c9b08d1ded9be0327d08aa36,ANTT encerra ciclo do InfraTalks 2025 destacando o papel das concessões na sustentabilidade e transformação da infraestrutura,Infraestrutura e Transportes,Logística e Transporte,3639,"A ANTT (Agência Nacional de Transportes Terrestres) realizou a sexta edição do InfraTalks em 2025, com o tema ""O papel das concessões na sustentabilidade, conectividade e transformação"". O evento reuniu autoridades e especialistas para debater inovação, conectividade e práticas ESG no setor rodoviário, destacando a relevância de uma regulação madura e voltada para resultados que promova desenvolvimento sustentável. A ANTT também lançou o Atlas ABCR de Sustentabilidade 2026 e detalhou o Programa de Sustentabilidade da Agência, que será implementado em 2026 por meio de um sandbox regulatório.",597,2.642910957336426,True,
ab2f4f205e21cb140b44c5e7ccefa7e9,Brasil Sorridente: Ministério da Saúde regulamenta registro e envio de informações ambulatoriais pelo Siaps,Saúde,Programas e Projetos em Saúde,4747,"O Ministério da Saúde atualizou as regras para registro, envio, monitoramento e consolidação das informações de produção dos Centros de Especialidades Odontológicas (CEO) e dos Laboratórios Regionais de Próteses Dentárias (LRPD) no Sistema Único de Saúde (SUS). A medida estabelece o Sistema de Informação para a Atenção Primária à Saúde (Siaps) como o sistema oficial para o acompanhamento da produção dos serviços bucais especializados, visando obter informações mais qualificadas, consistentes e padronizadas, o que permitirá um melhor planejamento e uso dos recursos públicos.",580,2.819777250289917,True,
3597898b99442584605f2e23dd341bc0,"Ceará ultrapassa 3,3 mil computadores doados pelo programa Computadores para Inclusão, do Ministério das Comunicações",Educação,Educação Profissional e Capacitação,2202,"O Ceará se destaca na qualificação de jovens para o setor de tecnologia, com mais de 5,1 mil formações realizadas pelo programa Computadores para Inclusão do Ministério das Comunicações. O programa já doou mais de 3,3 mil computadores no estado, ampliando o acesso à tecnologia e às oportunidades educacionais, além de promover a economia circular ao reciclar equipamentos obsoletos e capacitar pessoas para o mercado de trabalho.",430,2.4591591358184814,True,
f2689e17f598b276667628bafe7c4068,INES reabre área de pátio e cozinha após dois meses de reformas,Educação,Ensino Básico,2910,"O Instituto Nacional de Educação de Surdos (INES) realizou uma série de obras de engenharia no Colégio de Aplicação (CAp/INES), incluindo a reforma da cozinha, a recuperação de uma área do Pátio A e a reforma parcial de um telhado do prédio principal. As obras visam garantir a segurança e o adequado funcionamento dos espaços, após mais de 20 anos sem intervenções. A diretora-geral do INES destaca o compromisso institucional com a melhoria contínua da infraestrutura, com outros projetos previstos para este ano.",515,2.469574451446533,True,
e987c9b17bbaaf8073a8dda24c4c9702,Ministério das Mulheres fortalece articulação com as bancadas femininas da Câmara e do Senado para avançar na pauta de direitos das mulheres,Minorias e Grupos Especiais,Políticas para Mulheres,6364,"O Ministério das Mulheres realizou uma reunião com as bancadas femininas da Câmara dos Deputados e do Senado Federal para alinhar prioridades legislativas voltadas aos direitos das mulheres. A ministra Márcia Lopes destacou a importância de garantir que a pauta feminina esteja no centro dos debates, com foco em temas como enfrentamento à violência contra as mulheres, participação política e autonomia econômica. A ministra também reforçou a importância da articulação entre os Três Poderes para transformar em ações concretas o Pacto Nacional Brasil de Enfrentamento ao Feminicídio.",585,3.124760866165161,True,
d41454c992015ab05b5eec6a90f5751d,Ministério das Mulheres e Prefeitura de Petrópolis avançam na implantação de lavanderias públicas e comunitárias,Desenvolvimento Social,Programas Sociais,4380,"O Ministério das Mulheres e a Prefeitura de Petrópolis (RJ) avançaram na implantação de lavanderias públicas e comunitárias, que visam promover a autonomia econômica e reduzir a sobrecarga do trabalho doméstico das mulheres. Essa iniciativa, que faz parte do Plano Nacional de Cuidados do Governo Federal, combina serviços gratuitos de lavagem e secagem de roupas com ações formativas, culturais e de convivência comunitária, beneficiando inicialmente duas comunidades em situação de vulnerabilidade social. O projeto conta com um investimento de R$ 13 milhões para a implementação de 17 lavanderias em todo o país, buscando reduzir as desigualdades de gênero no cuidado doméstico.",681,2.735565185546875,True,
35ca51a2a917daef68baddcaca1fa8c1,Lula e Margareth Menezes reconhecem cultura gospel como manifestação nacional: “A fé também se expressa como cultura”,"Cultura, Artes e Patrimônio",Cultura e Identidade Nacional,3795,"O governo brasileiro assinou um decreto que reconhece a cultura gospel como manifestação da cultura nacional, formalizando o apoio institucional a essas expressões artísticas e religiosas. O decreto estabelece diretrizes para o fomento, a proteção e a valorização da cultura gospel, garantindo que seus repertórios e estéticas sejam objeto de políticas públicas de cultura em pé de igualdade com outras tradições. Essa medida é vista como um ato de reparação e reconhecimento da pluralidade cultural do país.",508,17.809748649597168,True,
7ab13a614f0d04906e8a5d7c58a64cd2,INCA lamenta falecimento da médica Andréa Marins Dias,Saúde,Programas e Projetos em Saúde,1148,"O INCA (Instituto Nacional de Câncer) lamentou profundamente o falecimento da médica Andréa Marins Dias, que construiu uma carreira de aproximadamente duas décadas na instituição, destacando-se por sua competência, espírito colaborativo e contribuição significativa para a missão institucional e o cuidado humanizado dos pacientes oncológicos. O INCA expressou suas condolências aos familiares, amigos, colegas de trabalho e pacientes neste momento de profunda tristeza.",470,3.486323118209839,True,
8b8a79ad3d877affe1ca31b7733fe1f7,MMA inicia ciclo de capacitação para elaboração dos planos locais de adaptação,Meio Ambiente e Sustentabilidade,Mudanças Climáticas,2970,"O Ministério do Meio Ambiente e Mudança do Clima (MMA) iniciou um ciclo de capacitação para a elaboração de planos locais de adaptação à mudança do clima, no âmbito da iniciativa AdaptaCidades, que visa promover a resiliência urbana em 581 municípios brasileiros. A primeira oficina ocorreu em Porto Alegre (RS) e reuniu representantes de cerca de 140 municípios gaúchos, com foco na estruturação da governança municipal e regional para o fortalecimento do planejamento climático. A iniciativa, conduzida em parceria com a GIZ e com financiamento do Fundo Verde para o Clima (GCF), busca aumentar a capacidade técnica e institucional dos municípios e promover o desenvolvimento sustentável frente aos impactos da mudança do clima.",730,2.5683343410491943,True,
